Resource Type: ALL
Anomaly Type: ALL
Traffic Direction: Outgoing
Anomaly Status: ALL
Minimum Severity: Yellow
Start Time: 2020/10/29 12:00
Until: 2020/11/1 12:59
Duration: 
Traffic Amount: 
Victim/Infected IP Prefix: 


No., ID, CHK, Impact, Status, Start Time / End Time, Duration, Direction, Type, Resource
114,100205,,Yellow /717.12 Mbps /  over 200.00 Mbps / max 717.12 Mbps,Recovered,11-01 04:1111-01 04:14,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
115,100204,,Yellow /632.26 Mbps /  over 50.00 Mbps / max 632.26 Mbps,Recovered,11-01 04:1111-01 04:14,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
116,100203,,Yellow /728.10 Mbps /  over 200.00 Mbps / max 728.10 Mbps,Recovered,11-01 04:0611-01 04:09,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
117,100202,,Yellow /637.46 Mbps /  over 50.00 Mbps / max 637.46 Mbps,Recovered,11-01 04:0611-01 04:09,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
118,100201,,Yellow /678.01 Mbps /  over 200.00 Mbps / max 678.01 Mbps,Recovered,11-01 04:0111-01 04:04,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
119,100200,,Yellow /582.90 Mbps /  over 50.00 Mbps / max 582.90 Mbps,Recovered,11-01 04:0111-01 04:04,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
120,100199,,Yellow /723.84 Mbps /  over 200.00 Mbps / max 723.84 Mbps,Recovered,11-01 03:5611-01 03:59,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
121,100198,,Yellow /626.19 Mbps /  over 50.00 Mbps / max 626.19 Mbps,Recovered,11-01 03:5611-01 03:59,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
122,100197,,Yellow /705.50 Mbps /  over 200.00 Mbps / max 705.50 Mbps,Recovered,11-01 03:5111-01 03:54,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
123,100196,,Yellow /611.04 Mbps /  over 50.00 Mbps / max 611.04 Mbps,Recovered,11-01 03:5111-01 03:54,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
124,100195,,Yellow /669.92 Mbps /  over 200.00 Mbps / max 669.92 Mbps,Recovered,11-01 03:4611-01 03:49,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
125,100194,,Yellow /613.06 Mbps /  over 50.00 Mbps / max 613.06 Mbps,Recovered,11-01 03:4611-01 03:49,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
126,100193,,Yellow /582.95 Mbps /  over 200.00 Mbps / max 582.95 Mbps,Recovered,11-01 03:4111-01 03:44,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
127,100192,,Yellow /520.93 Mbps /  over 50.00 Mbps / max 520.93 Mbps,Recovered,11-01 03:4111-01 03:44,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
128,100191,,Yellow /697.03 Mbps /  over 200.00 Mbps / max 697.03 Mbps,Recovered,11-01 03:3611-01 03:39,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
129,100190,,Yellow /634.85 Mbps /  over 50.00 Mbps / max 634.85 Mbps,Recovered,11-01 03:3611-01 03:39,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
130,100189,,Yellow /610.87 Mbps /  over 200.00 Mbps / max 610.87 Mbps,Recovered,11-01 03:3111-01 03:34,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
131,100188,,Yellow /563.64 Mbps /  over 50.00 Mbps / max 563.64 Mbps,Recovered,11-01 03:3111-01 03:34,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
132,100187,,Red /22.07 Gbps /  over 2.00 Gbps / max 24.38 Gbps,Recovered,11-01 03:2011-01 03:35,15:00,Incoming,Traffic Anomaly / bps,[Sub-Network] / IP Telcom
133,100186,,Red /23.73 Gbps /  over 200.00 Mbps / max 23.94 Gbps,Recovered,11-01 03:1611-01 03:29,13:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
134,100185,,Red /351.35 Kpps /  over 20.00 Kpps / max 387.48 Kpps,Recovered,11-01 03:1611-01 03:29,13:00,To Non-Home,DDoS / Malform UDP with port 0 / pps,[Sub-Network] / IP Telcom / 91.90.223.202
135,100184,,Red /18.63 Gbps /  over 50.00 Mbps / max 18.63 Gbps,Recovered,11-01 03:1611-01 03:29,13:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
136,100183,,Yellow /704.20 Mbps /  over 200.00 Mbps / max 704.20 Mbps,Recovered,11-01 03:1011-01 03:13,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
137,100182,,Yellow /618.90 Mbps /  over 50.00 Mbps / max 618.90 Mbps,Recovered,11-01 03:1011-01 03:13,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
138,100181,,Yellow /691.49 Mbps /  over 200.00 Mbps / max 691.49 Mbps,Recovered,11-01 03:0511-01 03:08,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
139,100180,,Yellow /612.57 Mbps /  over 50.00 Mbps / max 612.57 Mbps,Recovered,11-01 03:0511-01 03:08,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
140,100179,,Yellow /695.07 Mbps /  over 200.00 Mbps / max 695.07 Mbps,Recovered,11-01 03:0011-01 03:03,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
141,100178,,Yellow /622.96 Mbps /  over 50.00 Mbps / max 622.96 Mbps,Recovered,11-01 03:0011-01 03:03,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
142,100177,,Yellow /650.23 Mbps /  over 200.00 Mbps / max 650.23 Mbps,Recovered,11-01 02:5511-01 02:58,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
143,100176,,Yellow /568.28 Mbps /  over 50.00 Mbps / max 568.28 Mbps,Recovered,11-01 02:5511-01 02:58,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
144,100175,,Yellow /785.72 Mbps /  over 200.00 Mbps / max 785.72 Mbps,Recovered,11-01 02:5011-01 02:53,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
145,100174,,Yellow /671.87 Mbps /  over 50.00 Mbps / max 671.87 Mbps,Recovered,11-01 02:5011-01 02:53,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
146,100173,,Yellow /707.14 Mbps /  over 200.00 Mbps / max 707.14 Mbps,Recovered,11-01 02:4511-01 02:48,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
147,100172,,Yellow /626.75 Mbps /  over 50.00 Mbps / max 626.75 Mbps,Recovered,11-01 02:4511-01 02:48,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
148,100171,,Yellow /698.84 Mbps /  over 200.00 Mbps / max 698.84 Mbps,Recovered,11-01 02:4011-01 02:43,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
149,100170,,Yellow /610.42 Mbps /  over 50.00 Mbps / max 610.42 Mbps,Recovered,11-01 02:4011-01 02:43,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
150,100169,,Yellow /714.52 Mbps /  over 200.00 Mbps / max 714.52 Mbps,Recovered,11-01 02:3511-01 02:38,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
151,100168,,Yellow /629.47 Mbps /  over 50.00 Mbps / max 629.47 Mbps,Recovered,11-01 02:3511-01 02:38,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
152,100167,,Yellow /727.50 Mbps /  over 200.00 Mbps / max 727.50 Mbps,Recovered,11-01 02:3011-01 02:33,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
153,100166,,Yellow /622.49 Mbps /  over 50.00 Mbps / max 622.49 Mbps,Recovered,11-01 02:3011-01 02:33,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
154,100165,,Yellow /694.03 Mbps /  over 200.00 Mbps / max 694.03 Mbps,Recovered,11-01 02:2511-01 02:28,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
155,100164,,Yellow /613.32 Mbps /  over 50.00 Mbps / max 613.32 Mbps,Recovered,11-01 02:2511-01 02:28,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
156,100163,,Yellow /750.12 Mbps /  over 200.00 Mbps / max 750.12 Mbps,Recovered,11-01 02:2011-01 02:23,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
157,100162,,Yellow /648.10 Mbps /  over 50.00 Mbps / max 648.10 Mbps,Recovered,11-01 02:2011-01 02:23,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
158,100161,,Yellow /674.86 Mbps /  over 200.00 Mbps / max 674.86 Mbps,Recovered,11-01 02:1511-01 02:18,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
159,100160,,Yellow /605.71 Mbps /  over 50.00 Mbps / max 605.71 Mbps,Recovered,11-01 02:1511-01 02:18,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
160,100159,,Yellow /631.71 Mbps /  over 200.00 Mbps / max 631.71 Mbps,Recovered,11-01 02:1011-01 02:13,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
161,100158,,Yellow /576.33 Mbps /  over 50.00 Mbps / max 576.33 Mbps,Recovered,11-01 02:1011-01 02:13,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
162,100157,,Yellow /614.16 Mbps /  over 200.00 Mbps / max 614.16 Mbps,Recovered,11-01 02:0511-01 02:08,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
163,100156,,Yellow /563.25 Mbps /  over 50.00 Mbps / max 563.25 Mbps,Recovered,11-01 02:0511-01 02:08,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
164,100155,,Yellow /441.49 Mbps /  over 200.00 Mbps / max 441.49 Mbps,Recovered,11-01 02:0011-01 02:03,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
165,100154,,Yellow /399.06 Mbps /  over 50.00 Mbps / max 399.06 Mbps,Recovered,11-01 02:0011-01 02:03,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
166,100153,,Yellow /642.98 Mbps /  over 200.00 Mbps / max 642.98 Mbps,Recovered,11-01 01:5511-01 01:58,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
167,100152,,Yellow /582.62 Mbps /  over 50.00 Mbps / max 582.62 Mbps,Recovered,11-01 01:5511-01 01:58,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
168,100151,,Red /2.14 Gbps /  over 1.00 Gbps / max 2.63 Gbps,Recovered,11-01 01:5311-01 01:57,04:00,To Non-Home,DDoS / Host TCP Traffic / bps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.252
169,100150,,Red /3.81 Mpps /  over 20.00 Kpps / max 4.69 Mpps,Recovered,11-01 01:5311-01 01:57,04:00,To Non-Home,DDoS / TCP SYN Flooding / TCP Sync pps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.252
170,100149,,Yellow /212.08 Kpps /  over 20.00 Kpps / max 212.08 Kpps,Recovered,11-01 01:5111-01 01:54,03:00,To Non-Home,DDoS / TCP RST Flooding / pps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.253
171,100148,,Yellow /645.52 Mbps /  over 200.00 Mbps / max 645.52 Mbps,Recovered,11-01 01:5011-01 01:53,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
172,100147,,Red /2.72 Gbps /  over 200.00 Mbps / max 7.04 Gbps,Recovered,11-01 01:5011-01 02:05,15:00,Incoming,Traffic Anomaly / bps,[Sub-Network] / CIT_Mingorispolkoma
173,100146,,Yellow /587.26 Mbps /  over 50.00 Mbps / max 587.26 Mbps,Recovered,11-01 01:5011-01 01:53,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
174,100145,,Red /456.05 Kpps /  over 20.00 Kpps / max 4.74 Mpps,Recovered,11-01 01:4911-01 02:06,17:00,To Non-Home,DDoS / TCP SYN Flooding / TCP Sync pps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.253
175,100144,,Red /1.12 Mpps /  over 100.00 Kpps / max 4.30 Mpps,Recovered,11-01 01:4811-01 01:54,06:00,To Non-Home,DDoS / TCP ACK flooding / pps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.253
176,100143,,Red /1.86 Mpps /  over 100.00 Kpps / max 3.24 Mpps,Recovered,11-01 01:4811-01 01:52,04:00,To Non-Home,DDoS / TCP ACK flooding / pps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.252
177,100142,,Red /4.60 Gbps /  over 1.00 Gbps / max 8.04 Gbps,Recovered,11-01 01:4811-01 01:52,04:00,To Non-Home,DDoS / Host TCP Traffic / bps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.252
178,100141,,Red /4.50 Gbps /  over 1.00 Gbps / max 11.31 Gbps,Recovered,11-01 01:4811-01 02:03,15:00,To Non-Home,DDoS / Host TCP Traffic / bps,[Sub-Network] / CIT_Mingorispolkoma / 87.252.228.253
179,100140,,Yellow /567.29 Mbps /  over 200.00 Mbps / max 567.29 Mbps,Recovered,11-01 01:4511-01 01:48,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
180,100139,,Yellow /523.20 Mbps /  over 50.00 Mbps / max 523.20 Mbps,Recovered,11-01 01:4511-01 01:48,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
181,100138,,Yellow /467.18 Mbps /  over 200.00 Mbps / max 467.18 Mbps,Recovered,11-01 01:4011-01 01:43,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
182,100137,,Yellow /423.32 Mbps /  over 50.00 Mbps / max 423.32 Mbps,Recovered,11-01 01:4011-01 01:43,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
183,100136,,Yellow /624.10 Mbps /  over 200.00 Mbps / max 624.10 Mbps,Recovered,11-01 01:3511-01 01:38,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
184,100135,,Yellow /564.24 Mbps /  over 50.00 Mbps / max 564.24 Mbps,Recovered,11-01 01:3511-01 01:38,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
185,100134,,Yellow /642.81 Mbps /  over 200.00 Mbps / max 642.81 Mbps,Recovered,11-01 01:3011-01 01:33,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
186,100133,,Yellow /582.42 Mbps /  over 50.00 Mbps / max 582.42 Mbps,Recovered,11-01 01:3011-01 01:33,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
187,100132,,Yellow /618.22 Mbps /  over 200.00 Mbps / max 618.22 Mbps,Recovered,11-01 01:2511-01 01:28,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
188,100131,,Yellow /553.50 Mbps /  over 50.00 Mbps / max 553.50 Mbps,Recovered,11-01 01:2511-01 01:28,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
189,100130,,Yellow /446.24 Mbps /  over 200.00 Mbps / max 446.24 Mbps,Recovered,11-01 01:2011-01 01:23,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
190,100129,,Yellow /408.92 Mbps /  over 50.00 Mbps / max 408.92 Mbps,Recovered,11-01 01:2011-01 01:23,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
191,100128,,Yellow /613.78 Mbps /  over 200.00 Mbps / max 613.78 Mbps,Recovered,11-01 01:1511-01 01:18,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
192,100127,,Yellow /562.44 Mbps /  over 50.00 Mbps / max 562.44 Mbps,Recovered,11-01 01:1511-01 01:18,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
193,100126,,Yellow /566.23 Mbps /  over 200.00 Mbps / max 566.23 Mbps,Recovered,11-01 01:1011-01 01:13,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
194,100125,,Yellow /508.59 Mbps /  over 50.00 Mbps / max 508.59 Mbps,Recovered,11-01 01:1011-01 01:13,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
195,100124,,Yellow /431.06 Mbps /  over 200.00 Mbps / max 431.06 Mbps,Recovered,11-01 01:0511-01 01:08,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
196,100123,,Yellow /394.50 Mbps /  over 50.00 Mbps / max 394.50 Mbps,Recovered,11-01 01:0511-01 01:08,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
197,100122,,Yellow /630.11 Mbps /  over 200.00 Mbps / max 630.11 Mbps,Recovered,11-01 01:0011-01 01:03,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
198,100121,,Yellow /568.60 Mbps /  over 50.00 Mbps / max 568.60 Mbps,Recovered,11-01 01:0011-01 01:03,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
199,100120,,Yellow /582.81 Mbps /  over 200.00 Mbps / max 582.81 Mbps,Recovered,11-01 00:5511-01 00:58,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
200,100119,,Yellow /528.13 Mbps /  over 50.00 Mbps / max 528.13 Mbps,Recovered,11-01 00:5511-01 00:58,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
201,100118,,Yellow /438.93 Mbps /  over 200.00 Mbps / max 438.93 Mbps,Recovered,11-01 00:5011-01 00:53,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
202,100117,,Yellow /404.67 Mbps /  over 50.00 Mbps / max 404.67 Mbps,Recovered,11-01 00:5011-01 00:53,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
203,100116,,Yellow /588.51 Mbps /  over 200.00 Mbps / max 588.51 Mbps,Recovered,11-01 00:4511-01 00:48,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
204,100115,,Yellow /522.22 Mbps /  over 50.00 Mbps / max 522.22 Mbps,Recovered,11-01 00:4511-01 00:48,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
205,100114,,Yellow /426.28 Mbps /  over 200.00 Mbps / max 426.28 Mbps,Recovered,11-01 00:4011-01 00:43,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
206,100113,,Yellow /388.96 Mbps /  over 50.00 Mbps / max 388.96 Mbps,Recovered,11-01 00:4011-01 00:43,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
207,100112,,Yellow /634.45 Mbps /  over 200.00 Mbps / max 634.45 Mbps,Recovered,11-01 00:3511-01 00:38,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
208,100111,,Yellow /579.25 Mbps /  over 50.00 Mbps / max 579.25 Mbps,Recovered,11-01 00:3511-01 00:38,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
209,100110,,Yellow /594.66 Mbps /  over 200.00 Mbps / max 594.66 Mbps,Recovered,11-01 00:3011-01 00:33,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
210,100109,,Yellow /535.45 Mbps /  over 50.00 Mbps / max 535.45 Mbps,Recovered,11-01 00:3011-01 00:33,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
211,100108,,Yellow /8.77 Kpps /  over 7.00 Kpps / max 8.77 Kpps,Recovered,10-31 22:5610-31 22:59,03:00,To Home,DDoS / TCP_PUSH / pps,[Sub-Network] / RCOD / 195.50.6.62
212,100107,,Red /15.16 Gbps /  over 2.00 Gbps / max 25.95 Gbps,Recovered,10-31 22:4011-01 00:30,1:50:00,Incoming,Traffic Anomaly / bps,[Sub-Network] / IP Telcom
213,100106,,Red /390.85 Kpps /  over 20.00 Kpps / max 470.42 Kpps,Recovered,10-31 22:3811-01 00:28,1:50:00,To Non-Home,DDoS / Malform UDP with port 0 / pps,[Sub-Network] / IP Telcom / 91.90.223.202
214,100105,,Red /14.60 Gbps /  over 200.00 Mbps / max 25.82 Gbps,Recovered,10-31 22:3711-01 00:28,1:51:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
215,100104,,Red /8.67 Gbps /  over 50.00 Mbps / max 19.99 Gbps,Recovered,10-31 22:3711-01 00:28,1:51:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
216,100103,,Red /379.11 Mbps /  over 200.00 Mbps / max 519.57 Mbps,Recovered,10-31 22:3110-31 22:35,04:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
217,100102,,Red /327.79 Mbps /  over 50.00 Mbps / max 327.79 Mbps,Recovered,10-31 22:3110-31 22:35,04:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
218,100101,,Red /18.24 Gbps /  over 2.00 Gbps / max 19.80 Gbps,Recovered,10-31 22:1010-31 22:35,25:00,Incoming,Traffic Anomaly / bps,[Sub-Network] / IP Telcom
219,100100,,Red /330.65 Kpps /  over 20.00 Kpps / max 561.45 Kpps,Recovered,10-31 22:1010-31 22:29,19:00,To Non-Home,DDoS / Malform UDP with port 0 / pps,[Sub-Network] / IP Telcom / 91.90.223.202
220,100099,,Red /17.83 Gbps /  over 200.00 Mbps / max 21.37 Gbps,Recovered,10-31 22:0910-31 22:29,20:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
221,100098,,Red /12.36 Gbps /  over 50.00 Mbps / max 15.19 Gbps,Recovered,10-31 22:0910-31 22:29,20:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
222,100097,,Red /8.62 Kpps /  over 7.00 Kpps / max 10.47 Kpps,Recovered,10-31 22:0610-31 22:11,05:00,To Home,DDoS / TCP_PUSH / pps,[Sub-Network] / RCOD / 195.50.7.182
223,100096,,Yellow /897.38 Mbps /  over 200.00 Mbps / max 897.38 Mbps,Recovered,10-31 22:0410-31 22:07,03:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
224,100095,,Yellow /653.01 Mbps /  over 50.00 Mbps / max 653.01 Mbps,Recovered,10-31 22:0410-31 22:07,03:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
225,100094,,Red /15.75 Gbps /  over 2.00 Gbps / max 15.75 Gbps,Recovered,10-31 21:5010-31 22:05,15:00,Incoming,Traffic Anomaly / bps,[Sub-Network] / IP Telcom
226,100093,,Red /320.45 Kpps /  over 20.00 Kpps / max 426.63 Kpps,Recovered,10-31 21:5010-31 22:02,12:00,To Non-Home,DDoS / Malform UDP with port 0 / pps,[Sub-Network] / IP Telcom / 91.90.223.202
227,100092,,Red /3.76 Gbps /  over 200.00 Mbps / max 22.46 Gbps,Recovered,10-31 21:4910-31 22:02,13:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
228,100091,,Red /8.00 Gbps /  over 50.00 Mbps / max 16.60 Gbps,Recovered,10-31 21:4910-31 22:02,13:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
229,100090,checked,Red /402.66 Mbps /  over 200.00 Mbps / max 402.66 Mbps,Recovered,10-31 21:4310-31 21:47,04:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
230,100089,checked,Red /370.59 Mbps /  over 50.00 Mbps / max 370.59 Mbps,Recovered,10-31 21:4310-31 21:47,04:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
231,100088,checked,Red /17.55 Gbps /  over 200.00 Mbps / max 22.97 Gbps,Recovered,10-31 21:1110-31 21:42,31:00,To Non-Home,DDoS / UDP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
232,100087,checked,Red /317.72 Kpps /  over 20.00 Kpps / max 431.67 Kpps,Recovered,10-31 21:1110-31 21:41,30:00,To Non-Home,DDoS / Malform UDP with port 0 / pps,[Sub-Network] / IP Telcom / 91.90.223.202
233,100086,checked,Red /12.76 Gbps /  over 50.00 Mbps / max 17.90 Gbps,Recovered,10-31 21:1110-31 21:42,31:00,To Non-Home,DDoS / NTP Flooding / bps,[Sub-Network] / IP Telcom / 91.90.223.202
